order_item_id,transaction_id,product_id,quantity,unit_price,discount
153,50,2,5,486.46,19.97
154,51,51,3,4563.43,464.6
155,51,126,5,820.49,10.09
156,52,187,2,3958.45,290.88
157,53,34,5,412.14,52.29
158,53,149,1,628.72,15.8
159,53,23,1,388.14,0.9
160,53,173,2,4470.64,113.58
161,53,154,5,4289.45,594.83
162,54,93,4,2716.32,233.13
163,54,147,5,452.24,61.07
164,55,86,5,890.21,92.31
165,55,190,3,709.64,98.82
166,56,111,1,3870.2,134.7
167,56,44,3,446.54,3.29
168,57,167,4,407.16,28.93
169,58,4,2,833.86,60.18
170,59,27,4,3128.95,49.66
171,59,89,1,2808.5,377.56
172,59,139,3,2864.38,63.77
173,59,98,1,494.14,37.52
174,59,144,5,937.16,51.9
175,60,42,1,996.5,80.92
176,60,30,3,2187.49,27.65
177,60,48,2,4325.2,419.19
178,60,131,4,572.86,78.74
179,60,12,1,1252.26,181.02
180,61,160,4,2778.13,402.84
181,61,75,5,5646.81,237.72
182,61,29,1,3256.54,380.65
183,61,29,3,3256.54,484.77
184,61,16,2,1220.28,74.27
185,62,185,4,3175.01,118.16
186,62,33,3,809.76,74.54
187,62,170,1,2938.64,332.73
188,62,38,3,828.91,74.88
189,62,110,5,814.78,34.13
190,63,69,2,862.74,90.41
191,63,145,4,977.75,79.34
192,64,161,4,997.27,11.13
193,64,80,2,2211.07,268.46
194,64,188,5,2164.86,224.03
195,64,87,5,876.3,121.34
196,65,195,3,955.41,115.11
197,65,21,5,1166.43,52.84
198,65,172,4,918.76,7.11
199,65,120,1,2243.59,201.99
200,65,22,1,853.82,29.74
201,66,57,4,1215.73,148.58
202,66,90,5,668.64,14.9
203,67,46,2,927.86,36.98
204,67,87,1,876.3,49.01
205,67,137,5,2164.05,209.61
206,67,112,4,872.31,32.4
207,68,169,3,4699.31,469.96
208,69,120,1,2243.59,126.33
209,69,17,3,3114.49,141.97
210,69,30,1,2187.49,276.96
211,69,179,5,1154.52,131.59
212,69,159,3,523.16,48.01
213,70,182,1,960.37,89.89
214,70,186,4,4479.18,218.52
215,70,149,3,628.72,11.09
216,70,53,2,4516.64,266.88
217,70,100,4,922.4,42.27
218,71,72,2,3887.14,51.42
219,72,68,1,808.05,120.14
220,72,191,1,2110.4,221.57
221,72,146,5,4453.03,38.8
222,72,30,1,2187.49,1.58
223,73,64,5,662.19,16.35
224,73,71,3,451.77,15.94
225,73,99,3,599.04,69.46
226,73,146,3,4453.03,53.63
227,74,156,5,962.11,17.39
228,74,149,4,628.72,47.21
229,74,170,3,2938.64,378.52
230,74,17,4,3114.49,279.42
231,74,89,3,2808.5,367.57
232,75,149,5,628.72,85.16
233,75,11,2,813.38,32.91
234,75,155,3,911.14,72.96
235,75,153,2,850.46,3.65
236,76,158,3,600.74,4.45
237,76,12,5,1252.26,165.0
238,76,9,1,4654.28,290.71
239,77,103,5,2222.82,180.36
240,77,155,5,911.14,95.88
241,77,49,2,4416.61,56.82
242,78,151,2,872.15,50.94
243,78,99,3,599.04,1.55
244,78,180,2,5062.52,537.35
245,78,115,3,1155.88,0.51
246,79,148,5,875.99,3.56
247,79,111,3,3870.2,11.95
248,79,30,1,2187.49,123.21
249,79,29,1,3256.54,280.99
250,79,114,5,3243.42,182.85
251,80,5,3,4393.53,398.92
252,81,139,4,2864.38,141.0
253,82,75,5,5646.81,230.0
254,82,177,3,466.76,49.91
255,82,51,5,4563.43,128.83
256,82,135,3,2273.93,295.97
257,83,99,3,599.04,23.01
258,83,145,2,977.75,37.51
259,83,119,5,2920.15,46.43
260,83,38,4,828.91,64.31
261,84,188,1,2164.86,2.35
262,84,161,5,997.27,130.62
263,84,181,2,938.55,24.75
264,84,21,5,1166.43,81.24
265,84,161,2,997.27,3.42
266,85,31,4,403.73,44.73
267,85,33,2,809.76,117.19
268,85,45,3,1148.52,57.78
269,85,136,5,1210.6,20.7
270,85,166,5,490.98,47.89
271,86,189,4,433.28,30.11
272,86,26,3,5740.08,732.97
273,87,8,4,3128.01,468.02
274,87,69,3,862.74,16.41
275,87,100,4,922.4,60.15
276,87,180,1,5062.52,46.4
277,87,169,2,4699.31,567.07
278,88,156,4,962.11,127.24
279,88,81,4,3110.18,43.14
280,88,87,3,876.3,39.2
281,89,140,3,4569.95,546.63
282,89,113,5,839.68,83.71
283,89,91,1,4583.08,409.1
284,90,66,5,3124.76,400.17
285,91,5,1,4393.53,650.04
286,91,169,3,4699.31,19.77
287,91,151,1,872.15,43.79
288,91,166,3,490.98,22.92
289,91,147,4,452.24,11.53
290,92,38,1,828.91,52.35
291,92,64,5,662.19,89.72
292,92,158,4,600.74,73.59
293,93,150,1,869.53,59.67
294,93,104,4,478.96,53.38
295,94,92,2,3327.3,422.66
296,94,165,3,950.9,25.92
297,94,62,1,413.43,51.95
298,94,197,3,2785.61,200.91
299,95,127,1,906.98,55.01
300,95,89,5,2808.5,27.68
301,95,34,3,412.14,22.8
302,95,15,4,1167.61,76.65
303,95,60,4,3219.64,108.05
304,96,173,5,4470.64,282.66
305,97,13,1,2906.04,247.95
306,97,38,4,828.91,14.89
307,97,199,4,2276.45,141.75
308,97,53,5,4516.64,437.76
309,97,92,2,3327.3,451.01
310,98,22,4,853.82,127.74
311,99,45,4,1148.52,59.15
312,99,130,1,912.92,114.74
313,99,53,2,4516.64,537.23
314,99,112,1,872.31,24.85
315,100,35,4,3906.85,539.39
316,100,2,1,486.46,49.0
317,100,142,2,3875.86,124.32
318,101,165,1,950.9,7.35
319,101,84,2,5119.01,33.09
320,102,121,3,3124.08,8.0
321,102,117,1,2747.28,224.4
322,102,198,3,3325.5,109.78
323,102,29,1,3256.54,166.14
324,103,179,5,1154.52,38.09
325,103,107,2,4683.38,668.03
326,103,190,5,709.64,93.86
327,104,50,1,4355.39,507.39
328,104,67,5,4666.73,653.55
329,104,61,2,4581.77,260.27
330,105,39,1,853.08,44.1
331,105,181,5,938.55,58.42
332,105,94,5,4280.17,299.71
333,105,17,4,3114.49,179.39
334,105,167,5,407.16,12.78
335,106,54,2,437.03,10.55
336,107,195,5,955.41,102.17
337,107,132,1,380.88,26.64
338,107,25,5,517.05,12.09
339,107,22,3,853.82,43.06
340,108,173,1,4470.64,601.99
341,108,193,3,854.42,12.87
342,108,27,5,3128.95,256.33
343,109,75,1,5646.81,724.1
344,109,20,4,3111.43,268.38
345,110,152,3,861.81,34.41
346,111,162,3,701.96,92.95
347,111,112,4,872.31,121.42
348,111,194,4,971.77,21.94
349,112,106,4,627.22,78.4
350,112,27,4,3128.95,57.65
351,113,12,2,1252.26,57.3
352,113,94,4,4280.17,444.25
353,114,162,4,701.96,35.88
354,115,159,2,523.16,16.34
355,115,2,1,486.46,68.22
356,115,48,3,4325.2,634.53
357,116,60,4,3219.64,44.22
358,116,99,3,599.04,20.49
359,117,170,2,2938.64,324.41
360,117,178,3,2101.13,288.73
361,118,160,5,2778.13,188.22
362,118,191,2,2110.4,290.55
363,118,17,1,3114.49,147.97
364,118,158,2,600.74,39.82
365,118,3,5,4599.32,642.4
366,119,55,1,390.6,24.71
367,119,121,4,3124.08,295.49
368,119,33,1,809.76,77.05
369,119,183,1,2124.21,231.87
370,119,24,4,2665.45,367.9
371,120,20,1,3111.43,36.31
372,120,157,1,2300.59,10.66
373,121,101,1,711.22,5.13
374,121,85,2,439.43,42.73
375,121,12,3,1252.26,109.96
376,122,107,5,4683.38,569.57
377,122,182,3,960.37,12.81
378,122,52,5,591.91,74.75
379,122,92,2,3327.3,235.66
380,123,35,4,3906.85,452.72
381,123,200,5,6139.2,211.89
382,124,47,5,2750.76,3.37
383,124,88,2,448.89,12.21
384,124,69,5,862.74,70.37
385,124,6,4,853.35,98.94
386,124,105,5,620.61,76.07
387,125,92,4,3327.3,236.13
388,125,103,3,2222.82,103.98
389,125,147,3,452.24,65.3
390,125,43,5,826.08,70.24
391,126,109,2,2309.84,264.21
392,126,43,3,826.08,42.44
393,126,61,3,4581.77,311.73
394,127,181,1,938.55,133.62
395,127,104,1,478.96,52.24
396,127,68,4,808.05,65.95
397,127,31,5,403.73,9.58
398,127,42,2,996.5,96.1
399,128,174,3,2737.99,260.53
400,128,75,3,5646.81,384.63
401,128,171,3,4685.68,376.64
402,129,91,4,4583.08,535.05
403,129,189,3,433.28,19.58
404,129,85,1,439.43,46.12
405,129,46,1,927.86,87.59
406,129,119,2,2920.15,271.85
407,130,24,3,2665.45,52.98
408,130,184,1,3067.82,220.72
409,130,57,2,1215.73,143.94
410,130,22,3,853.82,30.01
411,130,137,2,2164.05,143.05
412,131,170,4,2938.64,50.81
413,131,197,2,2785.61,88.4
414,131,154,3,4289.45,207.55
415,132,190,2,709.64,95.41
416,132,186,5,4479.18,522.91
417,132,54,4,437.03,11.33
418,133,106,4,627.22,41.53
419,134,16,5,1220.28,176.19
420,134,118,5,5085.22,20.13
421,135,157,2,2300.59,88.11
422,135,144,4,937.16,22.62
423,135,183,4,2124.21,109.5
424,135,55,5,390.6,6.78
425,135,154,1,4289.45,489.49
426,136,49,5,4416.61,617.86
427,136,133,5,594.34,73.38
428,136,131,2,572.86,75.91
429,136,186,3,4479.18,8.84
430,136,61,5,4581.77,343.88
431,137,164,3,1165.71,59.4
432,137,93,1,2716.32,159.4
433,137,31,3,403.73,5.69
434,137,23,3,388.14,24.13
435,137,118,5,5085.22,254.52
436,138,42,1,996.5,70.18
437,138,181,4,938.55,130.36
438,138,173,4,4470.64,587.14
439,138,46,3,927.86,32.02
440,139,32,3,873.68,35.27
441,139,93,4,2716.32,353.87
442,139,90,1,668.64,71.16
443,139,69,5,862.74,77.98
444,139,88,2,448.89,43.78
445,140,76,3,3072.32,177.39
446,141,63,5,1180.57,46.33
447,141,84,3,5119.01,256.19
448,142,23,2,388.14,38.16
449,143,19,5,876.11,128.01
450,143,134,5,832.87,37.09
451,144,53,1,4516.64,86.82
452,145,92,5,3327.3,122.3
453,146,147,5,452.24,41.9
454,146,60,1,3219.64,481.59
455,146,180,2,5062.52,496.42
456,146,48,2,4325.2,462.09
457,146,43,3,826.08,108.67
458,147,110,4,814.78,111.9
459,147,152,4,861.81,5.9
460,147,175,4,1168.56,152.64
461,147,52,5,591.91,14.11
462,148,97,4,2111.28,141.99
463,148,16,1,1220.28,121.95
464,149,170,4,2938.64,214.99
465,149,84,3,5119.01,445.61
466,149,105,2,620.61,34.01
467,149,154,3,4289.45,380.4
468,149,188,1,2164.86,45.83
469,150,94,3,4280.17,588.49
470,150,14,1,4686.55,113.74
471,151,65,2,848.81,54.96
472,151,67,4,4666.73,300.68
473,152,120,1,2243.59,143.43
474,152,163,3,402.09,55.23
475,153,75,1,5646.81,178.32
476,153,23,3,388.14,29.99
477,153,47,1,2750.76,30.55
478,154,85,4,439.43,11.9
479,154,89,3,2808.5,134.92
480,154,59,2,826.24,12.5
481,155,84,3,5119.01,243.57
482,155,40,4,1196.72,147.88
483,155,153,3,850.46,101.86
484,155,4,3,833.86,120.95
485,155,54,4,437.03,3.53
486,156,39,5,853.08,64.35
487,156,149,5,628.72,18.8
488,157,39,5,853.08,81.16
489,157,144,4,937.16,123.21
490,157,130,5,912.92,72.36
491,157,26,1,5740.08,344.33
492,157,174,3,2737.99,386.3
493,158,136,3,1210.6,51.77
494,158,80,2,2211.07,10.61
495,159,170,2,2938.64,329.19
496,159,109,1,2309.84,328.65
497,160,111,2,3870.2,378.86
498,161,118,2,5085.22,378.8
499,162,181,2,938.55,126.15
500,162,12,3,1252.26,9.94
501,162,167,5,407.16,17.94
502,163,114,5,3243.42,298.6
503,164,155,4,911.14,64.74
504,164,144,5,937.16,118.76
505,165,68,5,808.05,44.78
506,166,90,5,668.64,2.48
507,167,68,2,808.05,106.91
508,167,76,5,3072.32,348.92
509,167,134,3,832.87,79.08
510,168,27,3,3128.95,234.41
511,168,27,3,3128.95,2.98
512,168,132,5,380.88,26.45
513,169,195,3,955.41,121.4
514,169,20,3,3111.43,325.83
515,169,103,5,2222.82,196.31
516,169,42,2,996.5,88.42
517,169,166,2,490.98,33.59
518,170,9,1,4654.28,277.84
519,170,135,3,2273.93,230.0
520,170,79,4,964.06,122.45
521,170,177,2,466.76,16.09
522,170,200,5,6139.2,636.87
523,171,80,4,2211.07,256.86
524,171,153,1,850.46,38.88
525,171,81,5,3110.18,86.76
526,171,129,3,991.48,20.61
527,171,98,4,494.14,60.88
528,172,72,1,3887.14,252.72
529,172,62,4,413.43,17.36
530,172,105,4,620.61,71.06
531,172,113,5,839.68,43.27
532,173,53,4,4516.64,68.65
533,173,76,2,3072.32,182.99
534,173,168,1,3048.0,43.16
535,173,104,5,478.96,26.51
536,174,36,3,4395.48,46.72
537,174,127,1,906.98,58.54
538,174,127,3,906.98,66.76
539,175,81,4,3110.18,297.69
540,175,70,2,3873.11,100.67
541,176,3,1,4599.32,587.82
542,177,43,5,826.08,64.86
543,178,69,5,862.74,86.31
544,179,70,1,3873.11,30.92
545,180,190,2,709.64,4.84
546,181,166,4,490.98,59.82
547,182,67,5,4666.73,65.27
548,182,81,4,3110.18,265.3
549,182,25,5,517.05,67.46
550,182,71,2,451.77,12.8
551,183,15,2,1167.61,129.42
552,183,45,3,1148.52,55.49
553,183,178,5,2101.13,48.57
554,183,200,4,6139.2,690.23
555,183,131,1,572.86,64.4
556,184,150,2,869.53,60.17
557,185,115,3,1155.88,126.96
558,185,105,3,620.61,15.23
559,185,71,2,451.77,45.87
560,186,16,2,1220.28,70.69
561,186,28,3,4669.13,577.03
562,186,170,3,2938.64,175.65
563,186,112,5,872.31,81.89
564,187,124,2,3227.07,276.74
565,188,34,2,412.14,43.32
566,188,185,5,3175.01,308.59
567,189,131,4,572.86,80.95
568,190,54,3,437.03,49.49
569,190,71,3,451.77,15.63
570,191,93,1,2716.32,223.66
571,191,146,1,4453.03,459.69
572,191,132,3,380.88,22.25
573,191,153,5,850.46,5.86
574,192,143,3,857.59,35.83
575,192,40,4,1196.72,92.9
576,193,178,2,2101.13,207.7
577,193,142,3,3875.86,359.26
578,193,76,1,3072.32,315.52
579,193,174,3,2737.99,331.69
580,194,154,1,4289.45,169.85
581,194,117,3,2747.28,33.77
582,194,61,4,4581.77,435.03
583,194,43,4,826.08,110.77
584,195,195,4,955.41,3.02
585,196,198,2,3325.5,124.27
586,196,133,2,594.34,1.01
587,196,175,1,1168.56,2.42
588,196,163,2,402.09,35.83
589,196,138,1,705.81,44.6
590,197,188,5,2164.86,45.11
591,197,69,4,862.74,40.64
592,197,81,2,3110.18,2.22
593,197,38,2,828.91,22.5
594,198,31,2,403.73,31.13
595,198,27,4,3128.95,292.6
596,199,82,5,859.26,105.6
597,199,199,2,2276.45,244.8
598,200,59,2,826.24,61.33
599,200,58,3,779.98,30.31
600,201,19,4,876.11,111.66
601,201,133,2,594.34,49.59
602,201,165,1,950.9,36.27
603,202,150,5,869.53,35.35
604,202,172,2,918.76,136.54
605,202,43,2,826.08,84.97
606,202,50,2,4355.39,115.28
607,202,187,3,3958.45,252.33
608,203,31,5,403.73,35.35
609,203,114,1,3243.42,22.09
610,203,182,1,960.37,110.36
611,203,103,2,2222.82,48.92
612,204,62,2,413.43,27.66
613,205,184,2,3067.82,37.13
614,205,67,3,4666.73,463.41
615,205,78,3,3118.92,208.94
616,206,123,1,3049.54,326.8
617,206,68,5,808.05,110.07
618,207,127,3,906.98,105.07
619,207,43,2,826.08,81.49
620,207,158,4,600.74,18.08
621,207,56,4,3244.62,123.17
622,207,94,1,4280.17,336.84
623,208,69,2,862.74,18.77
624,208,13,1,2906.04,174.43
625,208,2,5,486.46,17.99
626,208,164,4,1165.71,85.24
627,209,192,4,2713.26,196.57
628,209,94,5,4280.17,228.39
629,209,133,4,594.34,80.67
630,209,24,3,2665.45,187.04
631,210,58,2,779.98,38.89
632,210,57,5,1215.73,38.64
633,211,10,2,382.23,14.14
634,211,186,5,4479.18,614.45
635,211,75,1,5646.81,276.57
636,211,153,3,850.46,86.62
637,211,118,4,5085.22,581.29
638,212,44,4,446.54,62.9
639,212,135,1,2273.93,52.32
640,212,174,1,2737.99,189.5
641,212,162,4,701.96,16.29
642,212,139,1,2864.38,377.8
643,213,91,2,4583.08,109.92
644,213,169,2,4699.31,531.75
645,213,84,4,5119.01,88.95
646,213,116,2,461.96,62.22
647,213,115,2,1155.88,9.43
648,214,187,1,3958.45,37.79
649,214,115,3,1155.88,110.63
650,214,86,4,890.21,60.71
651,214,76,4,3072.32,114.2
652,215,12,4,1252.26,85.15
653,216,77,3,4395.07,455.98
654,216,156,5,962.11,81.34
655,216,11,4,813.38,115.81
656,217,125,4,6112.18,476.17
657,217,190,5,709.64,5.57
658,217,5,2,4393.53,643.92
659,217,193,5,854.42,108.78
660,218,173,1,4470.64,656.03
661,218,3,5,4599.32,147.92
662,219,31,5,403.73,29.06
663,219,31,3,403.73,42.81
664,219,176,1,937.67,139.61
665,220,158,2,600.74,4.94
666,220,59,5,826.24,116.9
667,221,49,3,4416.61,178.52
668,222,64,4,662.19,73.07
669,223,39,5,853.08,47.24
670,224,199,3,2276.45,188.09
671,225,161,5,997.27,16.2
672,225,158,5,600.74,44.93
673,225,94,5,4280.17,544.28
674,225,145,4,977.75,33.48
675,225,178,2,2101.13,202.38
676,226,124,5,3227.07,18.88
677,226,152,2,861.81,117.27
678,227,180,5,5062.52,640.83
679,227,102,2,3275.67,429.55
680,228,162,1,701.96,44.18
681,229,71,4,451.77,56.28
682,230,107,2,4683.38,637.73
683,230,197,2,2785.61,226.82
684,230,100,5,922.4,9.33
685,230,147,3,452.24,36.99
686,230,123,1,3049.54,213.94
687,231,179,5,1154.52,164.34
688,231,192,4,2713.26,344.61
689,231,66,3,3124.76,386.86
690,231,151,1,872.15,15.7
691,232,21,1,1166.43,18.51
692,232,68,2,808.05,53.37
693,232,45,3,1148.52,57.58
694,233,59,1,826.24,91.28
695,233,130,1,912.92,71.95
696,233,35,3,3906.85,294.87
697,233,45,2,1148.52,2.84
698,234,165,4,950.9,132.29
699,234,47,4,2750.76,285.24
700,235,41,1,1208.53,124.58
701,235,44,4,446.54,52.15
702,235,187,2,3958.45,143.33
703,236,180,3,5062.52,168.28
704,237,187,4,3958.45,227.83
705,238,139,2,2864.38,179.57
706,238,113,3,839.68,100.08
707,239,34,4,412.14,27.25
708,239,29,5,3256.54,248.6
709,239,71,4,451.77,1.8
710,239,49,3,4416.61,631.12
711,240,164,4,1165.71,50.09
712,240,195,1,955.41,87.96
713,240,138,2,705.81,27.48
714,241,112,5,872.31,65.94
715,241,25,4,517.05,53.91
716,241,194,4,971.77,114.96
717,241,158,2,600.74,50.9
718,241,196,4,4369.94,314.82
719,242,100,1,922.4,45.06
720,242,194,5,971.77,0.29
721,243,17,1,3114.49,365.37
722,243,6,1,853.35,61.71
723,243,180,4,5062.52,410.39
724,243,30,5,2187.49,272.92
725,243,41,4,1208.53,36.87
726,244,19,5,876.11,70.96
727,244,174,1,2737.99,85.33
728,244,47,2,2750.76,131.09
729,245,23,5,388.14,11.58
730,245,160,2,2778.13,67.05
731,245,67,3,4666.73,611.56
732,245,68,3,808.05,88.05
733,245,73,3,4624.2,632.72
734,246,114,5,3243.42,444.5
735,246,182,5,960.37,120.49
736,247,73,4,4624.2,566.31
737,247,187,4,3958.45,547.57
738,247,20,4,3111.43,145.53
739,248,101,5,711.22,41.34
740,248,146,5,4453.03,498.09
741,248,33,1,809.76,82.72
742,248,97,1,2111.28,69.26
743,249,156,5,962.11,125.35
744,249,49,4,4416.61,248.99
745,249,144,2,937.16,44.58
746,249,185,5,3175.01,408.05
747,250,8,5,3128.01,231.01
748,250,198,4,3325.5,281.2
749,251,18,2,4805.68,360.64
750,251,20,2,3111.43,441.73
751,251,42,4,996.5,32.47
752,251,183,5,2124.21,35.58
753,251,112,4,872.31,9.81
754,252,100,2,922.4,23.59
755,252,84,1,5119.01,466.73
756,253,82,4,859.26,16.82
757,253,198,5,3325.5,431.6
758,254,59,4,826.24,83.34
759,254,139,2,2864.38,379.54
760,254,129,3,991.48,4.17
761,255,43,3,826.08,109.75
762,256,15,1,1167.61,46.48
763,256,48,1,4325.2,364.95
764,257,139,2,2864.38,214.97
765,258,40,3,1196.72,86.43
766,259,102,4,3275.67,211.79
767,259,170,4,2938.64,226.16
768,259,7,2,824.4,120.14
769,259,126,2,820.49,73.44
770,259,69,1,862.74,79.59
771,260,122,3,4481.48,54.03
772,260,125,4,6112.18,812.8
773,261,67,5,4666.73,78.63
774,261,189,1,433.28,46.34
775,261,189,4,433.28,32.15
776,261,158,1,600.74,50.16
777,261,84,1,5119.01,478.87
778,262,131,3,572.86,85.23
779,263,90,2,668.64,79.17
780,263,87,1,876.3,119.17
781,263,68,1,808.05,45.24
782,263,104,5,478.96,20.84
783,264,163,5,402.09,51.11
784,264,178,3,2101.13,17.18
785,264,26,1,5740.08,719.51
786,265,45,5,1148.52,78.01
787,265,156,5,962.11,68.38
788,265,36,3,4395.48,311.59
789,266,13,2,2906.04,396.34
790,266,87,5,876.3,32.66
791,266,184,1,3067.82,304.68
792,267,122,2,4481.48,250.62
793,267,74,5,3167.81,384.48
794,268,161,1,997.27,36.99
795,268,4,4,833.86,72.12
796,268,140,2,4569.95,226.41
797,269,121,4,3124.08,69.59
798,269,159,4,523.16,34.66
799,269,125,5,6112.18,175.35
800,269,3,4,4599.32,220.31
801,270,105,2,620.61,50.59
802,271,110,2,814.78,49.42
803,271,124,5,3227.07,446.33
804,271,4,5,833.86,86.87
805,271,10,4,382.23,11.96
806,272,44,5,446.54,64.49
807,272,29,4,3256.54,190.59
808,273,4,2,833.86,50.03
809,273,74,3,3167.81,144.31
810,273,7,2,824.4,73.59
811,273,157,3,2300.59,131.94
812,273,5,3,4393.53,492.6
813,274,144,3,937.16,9.97
814,274,164,3,1165.71,99.78
815,274,33,5,809.76,27.2
816,275,183,4,2124.21,10.82
817,275,35,2,3906.85,490.74
818,275,60,3,3219.64,435.93
819,276,170,4,2938.64,340.86
820,277,163,4,402.09,11.42
821,277,160,2,2778.13,385.72
822,277,189,1,433.28,22.75
823,277,65,4,848.81,122.69
824,277,122,1,4481.48,444.42
825,278,59,3,826.24,83.11
826,278,27,4,3128.95,175.81
827,278,50,1,4355.39,285.85
828,279,17,1,3114.49,252.8
829,279,68,3,808.05,48.12
830,279,166,1,490.98,55.64
831,279,65,4,848.81,86.86
832,280,27,2,3128.95,197.99
833,280,13,5,2906.04,233.4
834,280,156,5,962.11,70.19
835,280,86,5,890.21,108.74
836,281,122,5,4481.48,404.06
837,281,123,5,3049.54,426.84
838,282,110,4,814.78,62.94
839,283,160,4,2778.13,137.53
840,284,148,5,875.99,125.83
841,285,142,4,3875.86,166.18
842,285,78,4,3118.92,90.83
843,285,47,1,2750.76,195.87
