response_id,campaign_id,customer_id,response_type,response_date,converted,revenue_generated
52,1,643,purchase,2025-12-01T07:51:26.414339,False,0.0
53,1,402,purchase,2026-02-12T16:35:14.262989,True,335.02
54,1,577,purchase,2025-08-23T05:11:52.916429,False,0.0
55,1,30,click,2026-05-16T23:52:58.663469,False,0.0
56,1,1873,click,2025-12-29T20:28:03.667672,True,280.54
57,1,673,ignore,2026-03-18T11:00:04.005258,False,0.0
58,1,902,click,2026-01-30T23:09:18.018801,True,324.98
59,1,1716,click,2025-08-29T14:51:49.419820,False,0.0
60,1,247,open,2026-04-18T09:23:11.751568,False,0.0
61,1,1188,open,2026-04-14T18:35:54.199775,False,0.0
62,1,1473,open,2026-03-19T02:37:46.781344,True,244.1
63,1,270,open,2026-03-26T04:29:55.002743,False,0.0
64,1,1512,open,2026-01-13T06:12:30.619620,False,0.0
65,1,1954,open,2025-12-13T00:13:09.470812,False,0.0
66,1,905,open,2025-07-15T10:53:24.062466,False,0.0
67,1,377,purchase,2026-05-23T08:19:24.437406,False,0.0
68,1,1599,ignore,2026-06-15T05:03:48.221654,False,0.0
69,1,653,ignore,2025-10-02T02:43:45.144912,False,0.0
70,1,1587,open,2026-05-04T11:42:52.331782,False,0.0
71,1,1028,click,2025-10-24T15:57:02.907155,True,469.16
72,1,252,purchase,2026-03-30T19:59:29.139516,True,213.88
73,1,985,click,2025-11-11T03:14:24.479110,False,0.0
74,1,1168,click,2026-02-03T18:49:20.490589,True,377.05
75,1,79,open,2026-06-16T15:58:51.739967,False,0.0
76,1,733,click,2026-05-21T10:05:46.855486,False,0.0
77,1,364,ignore,2025-07-23T05:53:23.264689,False,0.0
78,1,743,click,2025-09-07T02:47:36.897086,False,0.0
79,1,1227,click,2026-05-28T12:30:45.336982,False,0.0
80,1,1054,purchase,2025-07-13T14:09:03.998482,False,0.0
81,1,1813,open,2025-09-17T14:43:34.155245,False,0.0
82,1,1299,ignore,2026-01-09T17:44:28.288836,False,0.0
83,1,1609,click,2026-07-05T09:51:51.167685,True,432.84
84,1,76,ignore,2025-11-25T08:54:33.969448,False,0.0
85,1,1165,open,2026-05-15T04:00:11.647926,False,0.0
86,1,358,purchase,2026-01-05T08:41:01.465425,False,0.0
87,1,1897,ignore,2026-06-20T11:01:21.517857,False,0.0
88,1,610,open,2026-01-25T15:17:27.632539,False,0.0
89,1,939,purchase,2025-10-15T20:57:16.744570,False,0.0
90,1,919,purchase,2026-06-12T01:19:30.358011,False,0.0
91,1,890,click,2025-08-31T06:24:07.548680,False,0.0
92,1,1773,click,2026-01-11T04:14:32.898712,False,0.0
93,1,15,purchase,2025-12-06T12:23:51.300367,False,0.0
94,1,661,purchase,2025-08-23T07:41:04.661407,False,0.0
95,1,1637,purchase,2025-11-21T09:49:25.016249,False,0.0
96,1,197,click,2026-06-25T06:27:09.017474,False,0.0
97,1,1462,purchase,2026-03-25T05:59:22.736264,False,0.0
98,1,1234,click,2025-10-14T22:21:18.992868,False,0.0
99,1,1730,ignore,2026-05-29T16:51:52.637279,False,0.0
100,1,647,open,2025-08-14T21:19:04.559618,False,0.0
101,1,13,purchase,2026-05-21T21:01:10.663082,False,0.0
102,1,1401,purchase,2026-05-24T04:11:17.764211,False,0.0
103,1,1797,purchase,2026-04-27T03:08:40.224745,False,0.0
104,1,1940,purchase,2025-12-20T08:36:05.295824,False,0.0
105,1,820,ignore,2025-07-26T07:48:29.608129,False,0.0
106,1,1835,ignore,2025-10-18T17:42:33.109418,False,0.0
107,1,309,ignore,2025-11-02T07:40:48.702144,False,0.0
108,1,1275,ignore,2025-11-09T14:30:06.789799,False,0.0
109,1,1438,open,2026-05-29T07:00:27.329725,True,176.39
110,1,171,ignore,2026-02-22T08:13:50.052693,False,0.0
111,1,1525,open,2025-09-05T01:15:16.900449,False,0.0
112,1,385,click,2026-05-28T15:50:20.026432,False,0.0
113,1,1549,click,2025-07-12T16:32:09.099890,True,395.77
114,1,80,click,2026-04-09T12:37:37.793155,False,0.0
115,1,1706,purchase,2025-07-13T20:19:18.747925,False,0.0
116,1,1175,ignore,2026-01-19T08:00:36.078965,False,0.0
117,1,617,purchase,2026-04-24T03:35:34.392274,False,0.0
118,1,1378,click,2025-08-22T07:55:13.139431,False,0.0
119,1,1870,ignore,2026-03-12T18:41:52.046224,False,0.0
120,1,1109,open,2025-08-28T16:19:13.459677,False,0.0
121,1,1622,ignore,2026-06-21T01:18:00.120622,False,0.0
122,2,1833,purchase,2025-07-12T02:22:43.045181,True,328.42
123,2,81,ignore,2026-03-12T05:20:05.458642,False,0.0
124,2,1058,click,2025-09-07T01:55:14.812556,False,0.0
125,2,1794,open,2025-12-25T18:15:45.082567,False,0.0
126,2,691,purchase,2025-07-09T06:43:54.450264,False,0.0
127,2,751,purchase,2026-02-24T03:02:00.586005,False,0.0
128,2,946,click,2026-03-30T01:13:59.006692,True,88.49
129,2,1979,open,2026-01-23T20:43:15.690277,False,0.0
130,2,1149,purchase,2026-02-19T17:51:40.301636,False,0.0
131,2,212,open,2025-12-07T06:14:20.201684,False,0.0
132,2,1495,ignore,2026-02-21T19:29:03.804031,True,224.02
133,2,1953,click,2025-09-18T03:00:18.562290,False,0.0
134,2,914,ignore,2026-02-13T19:26:39.964756,False,0.0
135,2,899,open,2025-08-29T15:49:43.035301,False,0.0
136,2,960,purchase,2026-06-19T01:51:38.787505,False,0.0
137,2,725,click,2025-08-19T07:49:40.543960,False,0.0
138,2,1537,click,2026-01-09T21:27:37.164485,False,0.0
139,2,1949,ignore,2025-08-12T22:52:31.855464,False,0.0
140,2,1065,click,2026-02-18T20:30:35.178711,False,0.0
141,2,1123,click,2025-09-18T22:52:54.893461,False,0.0
142,2,628,purchase,2026-06-18T14:57:59.592269,False,0.0
143,2,718,open,2026-05-01T12:02:38.276263,True,233.94
144,2,20,click,2026-05-01T09:16:42.449036,False,0.0
145,2,913,ignore,2026-04-14T16:44:43.896533,False,0.0
146,2,739,open,2026-06-01T17:41:54.682761,False,0.0
147,2,418,ignore,2026-03-24T23:46:58.013689,False,0.0
148,2,443,purchase,2025-08-29T17:57:58.393114,False,0.0
149,2,1191,click,2025-09-04T22:27:26.198731,False,0.0
150,2,1155,ignore,2025-08-27T14:45:49.560778,False,0.0
151,2,1364,purchase,2025-10-25T12:57:49.249117,False,0.0
152,2,1065,open,2025-08-25T14:58:48.121315,False,0.0
153,2,592,click,2025-08-01T05:34:47.589959,False,0.0
154,2,720,ignore,2026-04-13T03:06:23.700310,False,0.0
155,2,1254,click,2025-11-26T07:19:42.040430,False,0.0
156,2,1713,purchase,2025-07-27T07:12:44.663277,False,0.0
157,2,1100,purchase,2025-09-22T09:59:03.495520,False,0.0
158,2,1060,purchase,2026-01-13T22:03:17.118299,False,0.0
159,2,1563,ignore,2026-02-26T11:14:12.294012,False,0.0
160,2,417,open,2025-08-04T21:53:23.306409,False,0.0
161,2,923,open,2026-04-08T19:13:49.969248,True,95.93
162,2,20,open,2026-02-04T11:48:59.134846,False,0.0
163,2,1555,open,2026-02-08T10:08:15.226320,False,0.0
164,2,1290,ignore,2026-01-20T02:13:03.874213,False,0.0
165,2,1814,purchase,2026-03-07T15:10:22.956629,True,90.64
166,2,1598,ignore,2026-07-03T00:41:45.746268,False,0.0
167,2,1584,click,2025-09-04T01:58:09.771852,False,0.0
168,2,111,click,2026-03-13T14:54:44.784821,False,0.0
169,2,946,open,2025-09-14T02:47:11.585563,False,0.0
170,2,1808,purchase,2025-09-08T14:25:53.572106,False,0.0
171,2,1036,purchase,2026-06-14T06:32:38.585566,False,0.0
172,2,169,open,2025-10-24T03:00:27.069491,False,0.0
173,2,95,click,2026-04-07T15:50:56.247426,False,0.0
174,2,216,ignore,2026-07-01T11:01:27.713388,False,0.0
175,2,1327,ignore,2025-08-18T18:50:27.132459,False,0.0
176,2,1742,purchase,2026-02-04T08:15:52.331845,False,0.0
177,2,972,open,2025-12-15T13:51:51.260414,False,0.0
178,2,1051,purchase,2025-07-22T17:36:41.211093,False,0.0
179,2,1677,purchase,2026-03-21T10:54:50.219386,False,0.0
180,2,1175,purchase,2026-04-11T22:59:21.705538,False,0.0
181,2,1262,purchase,2025-11-29T06:09:32.482891,False,0.0
182,2,1953,open,2025-08-28T17:40:02.709718,False,0.0
183,2,253,ignore,2026-06-05T15:22:06.693446,False,0.0
184,2,1796,open,2025-08-15T16:01:38.842331,True,93.76
185,2,1359,open,2026-02-26T01:33:42.105421,False,0.0
186,2,810,purchase,2025-12-16T02:00:47.975956,False,0.0
187,2,1088,click,2026-04-07T02:00:43.591376,False,0.0
188,2,1356,open,2025-10-30T07:14:27.818218,False,0.0
189,2,1451,click,2026-06-16T06:58:04.631183,False,0.0
190,2,1934,click,2026-05-14T14:15:48.785319,False,0.0
191,2,1517,click,2025-08-04T14:57:09.407765,False,0.0
192,2,412,open,2025-10-09T02:26:49.190753,False,0.0
193,2,967,open,2026-03-04T22:41:54.365278,False,0.0
194,2,733,click,2026-05-03T14:59:31.040979,False,0.0
195,2,177,ignore,2025-10-08T03:35:03.565547,False,0.0
196,2,410,open,2025-08-23T01:58:16.359518,False,0.0
197,2,1100,purchase,2025-12-27T18:22:17.290165,False,0.0
198,2,1889,purchase,2026-03-24T02:05:17.215620,False,0.0
199,2,1629,click,2026-05-21T02:44:15.953084,False,0.0
200,2,1343,click,2026-07-02T22:25:38.250156,False,0.0
201,2,878,click,2026-06-02T20:08:48.773308,False,0.0
202,2,615,open,2026-06-06T14:01:49.778053,False,0.0
203,2,85,purchase,2026-02-23T19:34:21.200796,False,0.0
204,2,1106,click,2026-07-03T01:53:14.925687,False,0.0
205,2,409,ignore,2026-04-25T03:01:49.626375,False,0.0
206,2,666,purchase,2026-04-14T05:13:05.518020,False,0.0
207,2,1597,open,2025-09-04T12:38:56.574373,False,0.0
208,2,1036,click,2025-09-08T02:36:18.332263,False,0.0
209,2,688,click,2025-11-08T12:23:44.428455,False,0.0
210,2,1077,purchase,2026-03-12T13:49:28.240747,False,0.0
211,2,1076,ignore,2025-12-18T09:40:28.474601,False,0.0
212,2,1225,purchase,2025-07-17T18:47:45.410465,False,0.0
213,2,1828,open,2026-01-01T17:04:37.610446,False,0.0
214,2,784,click,2026-01-10T07:00:09.331994,False,0.0
215,2,1091,click,2026-04-26T11:22:24.503526,False,0.0
216,2,970,ignore,2026-02-27T17:42:16.351932,False,0.0
217,2,892,purchase,2026-01-13T18:42:05.622597,False,0.0
218,2,625,ignore,2026-04-18T05:48:12.164722,False,0.0
219,2,381,ignore,2025-12-13T02:36:40.797513,False,0.0
220,2,1948,open,2025-10-12T08:08:41.647280,False,0.0
221,2,1814,open,2025-09-25T08:27:10.511681,False,0.0
222,2,387,ignore,2026-03-31T07:39:16.102484,True,47.71
223,2,1224,ignore,2026-04-06T17:25:08.958159,False,0.0
224,2,1976,purchase,2026-05-26T15:49:31.287756,False,0.0
225,2,125,open,2026-07-02T17:53:01.355781,False,0.0
226,3,309,click,2025-11-29T07:21:21.327407,False,0.0
227,3,337,open,2025-07-07T18:30:48.849954,False,0.0
228,3,1910,ignore,2026-02-27T20:53:07.378266,False,0.0
229,3,41,open,2026-01-23T07:17:23.874043,False,0.0
230,3,1819,ignore,2025-07-06T20:55:50.018736,False,0.0
231,3,1189,click,2026-06-18T11:06:35.553538,False,0.0
232,3,1227,purchase,2025-12-31T05:04:44.017353,False,0.0
233,3,1166,purchase,2026-06-19T22:18:56.242018,True,214.54
234,3,827,ignore,2026-04-04T20:45:29.288858,False,0.0
235,3,895,open,2025-11-22T14:44:12.736296,False,0.0
236,3,1066,ignore,2026-04-09T21:37:30.414549,False,0.0
237,3,732,ignore,2026-06-19T16:49:38.520832,True,64.07
238,3,953,click,2025-11-13T01:54:16.828091,True,445.05
239,3,1862,purchase,2026-01-11T15:25:50.678323,False,0.0
240,3,1601,ignore,2026-06-01T15:03:08.560945,False,0.0
241,3,507,purchase,2026-06-19T22:42:15.572285,False,0.0
242,3,1346,purchase,2026-03-28T18:04:13.391140,False,0.0
243,3,1284,open,2026-06-04T03:28:25.015743,False,0.0
244,3,1486,purchase,2025-10-29T23:59:33.175014,False,0.0
245,3,223,ignore,2026-05-09T03:09:30.346866,True,461.4
246,3,434,purchase,2025-09-26T19:14:00.620235,False,0.0
247,3,1018,ignore,2025-11-04T13:22:26.719083,False,0.0
248,3,1103,ignore,2025-09-25T09:01:29.506351,False,0.0
249,3,243,ignore,2025-09-21T12:53:15.369648,True,94.99
250,3,864,ignore,2026-04-11T21:03:09.213736,False,0.0
251,3,894,ignore,2026-02-06T13:55:51.949338,True,156.39
252,3,1629,click,2025-07-19T18:24:20.973096,False,0.0
253,3,1723,purchase,2025-10-04T05:42:09.736697,True,146.68
254,3,446,open,2026-03-27T08:31:52.904660,False,0.0
255,3,902,purchase,2026-07-03T11:57:28.933317,False,0.0
256,3,1223,ignore,2026-02-07T10:02:13.574821,False,0.0
257,3,1804,open,2026-06-22T01:23:32.206641,True,215.72
258,3,1739,click,2026-04-17T12:36:24.403472,False,0.0
259,3,996,ignore,2025-07-26T14:42:56.431982,False,0.0
260,3,1674,purchase,2025-12-12T16:43:10.304753,False,0.0
261,3,151,ignore,2026-03-30T07:00:07.860767,False,0.0
262,3,1124,purchase,2026-03-11T04:00:29.633834,False,0.0
263,3,1480,open,2025-12-20T14:45:00.710698,False,0.0
264,3,945,purchase,2026-04-10T11:43:18.262469,False,0.0
265,3,1647,purchase,2026-06-18T20:11:26.825197,False,0.0
266,3,863,ignore,2025-09-05T19:03:34.005304,False,0.0
267,3,522,purchase,2026-06-14T03:42:02.342660,False,0.0
268,3,435,ignore,2026-05-25T19:29:25.928018,False,0.0
269,3,1584,open,2025-08-18T21:47:56.606493,False,0.0
270,3,1649,purchase,2026-04-03T13:48:58.852329,False,0.0
271,3,1195,purchase,2026-05-31T09:50:37.290874,False,0.0
272,3,15,open,2025-12-21T16:20:28.384045,False,0.0
273,3,1887,ignore,2026-02-21T23:29:40.652609,False,0.0
274,3,536,click,2025-08-31T16:07:29.228162,True,194.42
275,3,1254,click,2026-01-19T17:36:46.188107,False,0.0
276,3,1478,ignore,2026-05-23T07:22:07.550248,False,0.0
277,3,725,purchase,2026-04-23T10:58:49.521032,False,0.0
278,3,258,click,2025-11-12T03:30:32.864198,False,0.0
279,3,1012,click,2025-09-02T13:16:54.777955,False,0.0
280,3,576,ignore,2026-03-03T02:57:27.249146,True,336.63
281,3,1854,purchase,2026-04-07T16:18:05.036300,False,0.0
282,3,481,open,2025-11-02T20:24:43.002552,False,0.0
283,3,1014,ignore,2025-08-17T11:06:40.081524,False,0.0
284,3,1350,ignore,2025-12-17T11:08:46.505593,False,0.0
285,3,1171,open,2025-10-03T19:12:37.965804,False,0.0
286,3,353,ignore,2026-06-26T17:20:24.352181,False,0.0
287,3,1161,open,2025-08-30T09:17:47.132214,False,0.0
288,3,462,ignore,2025-08-03T23:01:44.292608,False,0.0
289,3,870,ignore,2026-05-13T00:06:16.510453,True,419.89
290,3,1233,ignore,2026-03-16T09:06:38.808217,False,0.0
291,3,1898,ignore,2026-06-15T09:54:17.919028,False,0.0
292,3,1635,purchase,2025-07-29T09:32:22.610678,False,0.0
293,3,1809,click,2025-12-16T03:01:20.843729,False,0.0
294,3,213,open,2026-02-24T04:45:49.713793,False,0.0
295,3,178,open,2025-11-04T18:10:28.849955,False,0.0
296,3,1247,purchase,2025-11-26T03:04:17.556592,False,0.0
297,3,132,open,2025-12-21T00:37:22.372539,False,0.0
298,3,1784,ignore,2025-10-21T15:18:34.360654,True,302.84
299,3,1570,click,2025-10-04T15:47:21.718868,False,0.0
300,3,1560,ignore,2025-08-16T00:23:38.096769,False,0.0
301,3,922,click,2026-05-27T04:28:33.592586,False,0.0
302,3,1873,purchase,2025-12-18T17:09:46.526541,False,0.0
303,3,1398,ignore,2025-10-25T01:31:33.525994,False,0.0
304,3,1993,ignore,2025-10-22T15:56:08.795683,False,0.0
305,3,57,open,2026-03-15T18:31:50.988030,False,0.0
306,3,334,click,2026-04-20T12:18:58.233841,False,0.0
307,3,92,ignore,2026-04-20T18:17:58.128618,False,0.0
308,3,1134,open,2026-01-28T00:31:33.585359,True,185.79
309,3,1826,purchase,2025-07-21T15:49:57.462369,False,0.0
310,3,1218,purchase,2026-03-22T04:51:41.601617,False,0.0
311,3,995,ignore,2026-06-17T20:05:46.773581,False,0.0
312,3,409,ignore,2026-03-19T04:23:58.491482,False,0.0
313,3,369,purchase,2025-12-31T11:07:17.040585,True,200.23
314,3,1827,ignore,2026-01-01T17:28:45.282300,True,342.59
315,3,1605,click,2026-05-29T11:29:15.665281,False,0.0
316,3,1781,ignore,2026-04-01T21:36:57.906068,True,204.05
317,3,1218,click,2026-01-10T08:11:06.857904,False,0.0
318,3,769,purchase,2025-09-29T23:59:35.466929,False,0.0
319,3,1623,purchase,2026-04-28T00:45:46.488631,True,67.77
320,3,815,purchase,2026-06-28T00:29:01.967738,False,0.0
321,3,449,open,2026-06-30T14:29:18.625858,True,248.74
322,3,1097,click,2026-02-01T09:17:44.766878,False,0.0
323,3,125,click,2025-08-24T15:51:24.582940,True,156.14
324,3,1352,purchase,2026-03-09T12:15:57.746485,False,0.0
325,3,345,click,2026-03-29T22:30:15.439070,False,0.0
326,3,697,open,2026-06-28T11:05:36.241451,False,0.0
327,3,1012,click,2025-07-09T16:45:41.247780,False,0.0
328,3,1161,ignore,2025-09-22T11:04:45.842669,True,485.49
329,3,1836,purchase,2025-10-24T16:34:25.529605,False,0.0
330,3,1067,ignore,2026-05-30T05:59:27.248224,False,0.0
331,3,311,click,2025-12-28T09:37:21.292208,False,0.0
332,3,758,ignore,2026-06-26T18:01:27.820985,False,0.0
333,3,905,click,2026-04-16T19:41:09.054806,False,0.0
334,3,1237,click,2026-03-21T07:49:02.715776,False,0.0
335,3,862,click,2026-04-20T16:41:25.381995,False,0.0
336,3,1099,click,2025-07-12T19:39:51.898572,False,0.0
337,3,1826,open,2026-04-27T14:41:41.012426,False,0.0
338,3,1440,purchase,2026-02-16T12:23:22.018720,False,0.0
339,3,1344,open,2025-09-15T01:16:27.416774,False,0.0
340,3,1903,open,2026-04-16T01:16:15.633201,False,0.0
341,3,972,purchase,2025-09-28T02:07:15.038030,False,0.0
342,3,1268,click,2026-06-15T15:29:36.756377,False,0.0
343,3,116,ignore,2026-06-13T00:11:28.488683,False,0.0
344,3,666,purchase,2025-09-13T16:26:33.354205,False,0.0
345,3,1080,open,2025-11-17T23:47:19.027594,False,0.0
346,3,1409,ignore,2025-09-19T07:38:16.028801,False,0.0
347,3,1122,open,2026-05-04T03:57:49.457343,False,0.0
348,3,1295,click,2025-10-05T04:51:44.906658,False,0.0
349,3,1944,ignore,2026-03-31T20:15:39.409227,False,0.0
350,3,119,open,2025-08-15T02:03:03.055912,False,0.0
351,3,1532,open,2026-06-11T10:41:33.037509,False,0.0
352,3,1464,click,2026-01-30T18:38:47.704712,False,0.0
353,3,1274,open,2026-04-22T21:10:51.409078,True,298.81
354,3,959,ignore,2025-07-16T16:27:36.897914,False,0.0
355,3,1524,purchase,2026-04-15T04:25:54.684422,True,164.74
356,3,576,purchase,2026-01-23T08:07:04.357998,False,0.0
357,3,1071,purchase,2026-01-10T04:48:31.730670,True,109.54
358,3,1894,ignore,2026-05-15T14:03:58.411097,False,0.0
359,3,1507,ignore,2026-06-02T23:56:34.449597,False,0.0
360,3,954,click,2026-01-21T09:02:09.044066,False,0.0
361,3,1853,open,2026-04-13T19:25:50.178213,False,0.0
362,3,1800,ignore,2026-01-19T18:57:40.501925,False,0.0
363,3,923,ignore,2026-03-19T11:12:15.455256,False,0.0
364,3,1633,click,2026-01-28T13:39:12.809901,False,0.0
365,3,874,ignore,2026-07-02T08:46:36.430641,False,0.0
366,3,81,purchase,2025-12-22T01:32:03.224185,False,0.0
367,3,81,ignore,2025-08-25T14:27:29.409544,False,0.0
368,3,1485,ignore,2025-09-08T22:50:35.135770,False,0.0
369,3,1506,ignore,2026-02-04T04:47:46.394386,False,0.0
370,3,1065,ignore,2026-05-21T15:35:26.446505,False,0.0
371,3,202,ignore,2025-12-28T19:47:36.076896,False,0.0
372,3,442,click,2025-07-20T09:28:56.665258,False,0.0
373,3,1968,open,2026-02-06T19:17:44.654658,False,0.0
374,3,249,open,2026-06-02T11:57:17.916886,False,0.0
375,3,76,open,2025-09-30T02:07:50.311657,False,0.0
376,3,1654,purchase,2026-04-24T20:10:36.655606,False,0.0
377,3,1764,ignore,2026-03-05T05:44:56.129699,False,0.0
378,3,315,ignore,2026-05-10T09:02:05.410649,False,0.0
379,3,1067,ignore,2025-11-27T19:49:57.159763,False,0.0
380,3,353,open,2026-05-21T10:54:16.813055,False,0.0
381,3,647,click,2025-08-09T12:54:16.166006,False,0.0
382,3,1886,purchase,2025-07-20T09:28:40.864901,False,0.0
383,3,1129,ignore,2025-09-09T08:31:36.817767,False,0.0
384,3,612,click,2025-10-15T02:49:19.595275,False,0.0
385,4,1838,purchase,2025-12-09T19:01:44.654693,True,43.45
386,4,609,purchase,2025-12-21T03:46:33.465090,False,0.0
387,4,1009,click,2025-12-04T15:12:00.496078,False,0.0
388,4,1491,click,2025-09-15T22:19:44.550124,False,0.0
389,4,1073,open,2025-07-20T21:01:20.757298,False,0.0
390,4,1676,purchase,2025-09-25T10:44:55.167896,False,0.0
391,4,1943,ignore,2025-07-29T09:01:46.058260,False,0.0
392,4,1138,click,2025-11-24T16:27:30.805476,False,0.0
393,4,1830,purchase,2025-07-30T18:29:37.397658,True,300.06
394,4,1723,click,2026-01-30T20:39:27.487352,False,0.0
395,4,1566,click,2025-10-08T04:17:30.365325,False,0.0
396,4,949,ignore,2025-11-26T15:59:13.398260,False,0.0
397,4,614,click,2025-07-20T10:06:56.548893,False,0.0
398,4,1814,open,2026-02-28T04:56:06.506937,False,0.0
399,4,1084,open,2026-03-18T06:42:53.444851,False,0.0
400,4,1097,click,2026-06-17T18:10:53.974845,False,0.0
401,4,1994,open,2026-04-06T00:05:16.577154,False,0.0
402,4,14,ignore,2026-05-11T09:56:55.896886,False,0.0
403,4,1395,open,2026-05-01T09:11:13.530996,False,0.0
404,4,1622,click,2025-10-13T16:54:56.505435,True,474.98
405,4,105,purchase,2025-10-14T06:13:10.755085,False,0.0
406,4,1959,open,2025-07-29T14:56:28.587017,False,0.0
407,4,1406,ignore,2026-01-21T11:12:59.154310,False,0.0
408,4,439,click,2025-08-05T01:12:08.575448,False,0.0
409,4,1484,ignore,2025-08-13T19:00:23.294390,False,0.0
410,4,681,ignore,2025-10-10T02:38:20.467288,False,0.0
411,4,1413,purchase,2025-09-04T22:58:25.953508,True,163.35
412,4,1160,open,2026-04-16T09:11:23.244653,False,0.0
413,4,1666,open,2025-09-08T04:11:13.703673,False,0.0
414,4,1423,click,2025-11-05T05:32:04.268197,False,0.0
415,4,1559,purchase,2025-12-20T22:25:40.442443,False,0.0
416,4,681,click,2025-07-11T12:48:56.439249,False,0.0
417,4,1872,open,2025-08-12T13:57:49.005357,False,0.0
418,4,339,purchase,2026-01-06T06:31:03.732081,False,0.0
419,4,1538,open,2025-07-23T02:57:30.312396,False,0.0
420,4,1228,open,2026-01-02T16:50:16.547276,False,0.0
421,4,1644,ignore,2025-11-06T09:47:31.114258,False,0.0
422,4,12,purchase,2025-10-24T05:53:07.397574,True,30.63
423,4,1794,click,2026-05-14T04:02:47.248246,False,0.0
424,4,1214,open,2025-07-12T04:18:24.402606,False,0.0
425,4,1427,click,2025-09-03T02:07:56.997420,False,0.0
426,4,446,purchase,2026-03-30T09:50:18.992582,False,0.0
427,4,1434,click,2026-06-09T21:49:30.820354,False,0.0
428,4,1917,ignore,2026-06-08T20:15:57.425635,False,0.0
429,4,394,ignore,2025-09-09T18:50:35.848549,False,0.0
430,4,1096,open,2026-03-15T15:24:16.290870,False,0.0
431,4,1646,open,2026-05-05T19:30:24.310369,False,0.0
432,4,1693,open,2025-09-01T22:41:29.122412,False,0.0
433,4,826,ignore,2026-03-14T03:54:11.800654,False,0.0
434,4,578,click,2026-05-09T21:38:11.887035,True,398.91
435,4,163,ignore,2025-09-05T12:35:47.636403,False,0.0
436,4,700,click,2026-04-16T12:29:53.748366,False,0.0
437,4,1815,purchase,2026-03-29T15:58:52.750605,False,0.0
438,4,190,open,2026-06-11T22:47:52.066339,False,0.0
439,4,1805,click,2026-03-06T16:33:27.216954,False,0.0
440,4,1679,ignore,2025-10-02T07:34:38.008383,False,0.0
